idx,obj,act,obj_idxs,act_idxs
2161,arm,see,198,34
2162,leg,see,371,34
2163,hand,see,20,34
2164,computer,analyze,1,75
2165,bag,haul,14,52
2166,baby,watch,268,23
2167,barrel,stand,546,12
2168,board,straddle,104,290
2169,step,jump,36,106
2170,woman,embrace,27,146
2171,shoulder,refer,61,46
2172,head,traverse,89,10
2173,soccer_ball,steal,460,291
2174,twin,play,687,22
2175,outfit,model,585,292
2176,cold,dress,688,259
2177,package,transport,487,0
2178,arm,hang,198,125
2179,surfer,watch,667,23
2180,elbow,show,483,88
2181,tunnel,depend_on,689,11
2182,slicer,use,690,4
2183,banana,offer,324,293
2184,child,help,65,48
2185,case,own,54,194
2186,whiskey,sneak,691,294
2187,whiskey,pour,691,122
2188,pan,transport,654,0
2189,van,drive,45,20
2190,snow,chase,124,169
2191,elbow,bend,483,79
2192,finger,curl,313,295
2193,eye,look,219,3
2194,ball,close,100,37
2195,broccoli,drain,692,296
2196,cycle,depend_on,693,11
2197,cart,tend,66,40
2198,water_scooter,drive,254,20
2199,skateboard,try,249,67
2200,banana,align,324,297
2201,banana,classify,324,50
2202,train,become,21,19
2203,soil,walk,569,7
2204,man,chew_the_fat,17,250
2205,telephone,make,19,15
2206,shirt,dress,210,259
2207,lady,smile,355,123
2208,plate,pass,319,190
2209,plate,serve,319,129
2210,ball,jump,100,106
2211,ball,achieve,100,69
2212,cake,exceed,243,28
2213,corner,necessitate,694,65
2214,corner,tend,694,40
2215,goat,walk,551,7
2216,sheep,walk,299,7
2217,strap,transport,695,0
2218,dog,necessitate,42,65
2219,dog,depend_on,42,11
2220,ski,try,80,67
2221,grass,watch,93,23
2222,laptop,watch,46,23
2223,coach,drive,696,20
2224,train,fix,21,60
2225,train,see,21,34
2226,train,inspect,21,162
2227,somersault,make,697,15
2228,water,become,75,19
2229,water,run,75,33
2230,area,become,197,19
2231,blender,function,260,116
2232,object,use,320,4
2233,window,hang,70,125
2234,window,tend,70,40
2235,leg,show,371,88
2236,skier,look,520,3
2237,pole,stay,297,90
2238,pavement,refer,67,46
2239,snowboard,catch,259,72
2240,male_child,close,127,37
2241,girl,close,303,37
2242,horse,tend,141,40
2243,cellular_telephone,necessitate,240,65
2244,flower,refer,410,46
2245,snowmobile,sit,649,2
2246,jacket,blacken,82,36
2247,child,close,65,37
2248,bed,test,285,278
2249,ring,look,390,3
2250,pancake,make,698,15
2251,comedian,read,699,13
2252,comedian,look,699,3
2253,minibike,sit,83,2
2254,spoon,eat,399,47
2255,bus,close,68,37
2256,forward,tend,539,40
2257,frisbee,become,275,19
2258,man,embrace,17,146
2259,shadow,look,8,3
2260,wave,bend,369,79
2261,fence,gaze,250,193
2262,fruit,form,322,298
2263,woman,chew_the_fat,27,250
2264,friend,talk,169,16
2265,grass,crouch,93,51
2266,sidewalk,discontinue,7,299
2267,bench,work,31,1
2268,laptop,tend,46,40
2269,kite,try,217,67
2270,surfboard,necessitate,97,65
2271,kite,indicate,217,5
2272,hoop,play,700,22
2273,sign,look,79,3
2274,snow,put,124,32
2275,saddle,use,192,4
2276,subway_train,wait,342,14
2277,structure,sit,701,2
2278,slab,sit,702,2
2279,arbor,stand,703,12
2280,car,watch,16,23
2281,grass,look,93,3
2282,hotdog,turn,267,43
2283,giraffe,depend_on,361,11
2284,restaurant,eat,52,47
2285,flowerbed,look,704,3
2286,wine,achieve,338,69
2287,foot,see,392,34
2288,bull,stop,304,159
2289,spectacles,use,77,4
2290,foot,traverse,392,10
2291,ski,sit,80,2
2292,tower,walk,643,7
2293,tree,look,139,3
2294,bagel,become,705,19
2295,bicycle,repair,26,176
2296,dog,water,42,164
2297,water,pour,75,122
2298,water,give,75,104
2299,dog,give,42,104
2300,fish,look,329,3
2301,plate,watch,319,23
2302,deck,sit,469,2
2303,skateboard,work,249,1
2304,track,confront,349,9
2305,side,pass,488,190
2306,wave,arrive,369,73
2307,man,inspect,17,162
2308,goat,help,551,48
2309,sheep,help,299,48
2310,herd,lead,706,78
2311,flatcar,sit,707,2
2312,cake,sit,243,2
2313,woman,necessitate,27,65
2314,hair,tie,120,156
2315,hair,put,120,32
2316,run,get_down,708,42
2317,fist,give,504,104
2318,sandwich,consume,357,269
2319,seller,buy,709,111
2320,person,head,162,212
2321,accident,arrive,710,73
2322,airplane,wait,72,14
2323,canoe,drive,711,20
2324,laptop,play,46,22
2325,water,achieve,75,69
2326,turtleneck,look,712,3
2327,bench,tend,31,40
2328,sunset,watch,713,23
2329,stick,use,228,4
2330,boot,fix,288,60
2331,ski,adjust,80,205
2332,side,concentrate,488,300
2333,parking_lot,stand,84,12
2334,ocean,get_down,9,42
2335,whisk,use,714,4
2336,towel,use,514,4
2337,face,wipe,193,172
2338,crossing,stand,44,12
2339,floor,put,136,32
2340,dog,put,42,32
2341,floor,lie,136,45
2342,dog,lie,42,45
2343,sign,sit,79,2
2344,snowshoe,use,715,4
2345,trouser,deprive,502,110
2346,cook,look,716,3
2347,motorcycle,work,15,1
2348,truck,look,96,3
2349,pizza,deliver,248,301
2350,skateboard,complain,249,95
2351,accountant,use,430,4
2352,bite,make,491,15
2353,drink,fix,48,60
2354,ocean,watch,9,23
2355,corn,eat,717,47
2356,flag,transport,464,0
2357,horse,look,141,3
2358,plow,sit,718,2
2359,harness,help,719,48
2360,surfboard,get_down,97,42
2361,sky,transport,385,0
2362,painting,see,720,34
2363,cow,grow,280,302
2364,field,cover,315,235
2365,touch,feel,721,303
2366,easel,refer,722,46
2367,baby,stand,268,12
2368,banner,stand,723,12
2369,sunglasses,chew_over,565,61
2370,hat,blacken,286,36
2371,avocation,stand,564,12
2372,beach,trot,224,130
2373,frisbee,fix,275,60
2374,music,play,724,22
2375,giraffe,close,361,37
2376,trunk,stand,317,12
2377,baby,necessitate,268,65
2378,cow,close,280,37
2379,wound,cleanse,725,304
2380,elephant,wash,233,147
2381,tablet,play,496,22
2382,snowboarder,necessitate,403,65
2383,hat,refer,286,46
2384,factory,work,726,1
2385,counter,eat,50,47
2386,somewhere,travel,727,66
2387,yard,run,728,33
2388,bench,run,31,33
2389,boardwalk,walk,729,7
2390,short_pants,whiten,362,195
2391,shade,border,598,210
2392,face,smile,193,123
2393,pizza,refer,248,46
2394,elephant,buy,233,111
2395,streetcar,haul,309,52
2396,board,lean,104,305
2397,banana,walk,324,7
2398,skateboard,push,249,6
2399,lake,look,214,3
2400,clock,look,730,3
2401,gauge,look,731,3
2402,wall,look,95,3
2403,guard,see,732,34
2404,bus,happen,68,57
2405,hair,wet,120,306
2406,beach,watch,224,23
2407,girl,make,303,15
2408,tomato_sauce,spread,733,275
2409,girl,fix,303,60
2410,pizza,get_down,248,42
2411,bucket,achieve,574,69
2412,ski,jump,80,106
2413,fork,solve,216,148
2414,sandwich,bite,357,81
2415,hill,walk,213,7
2416,beach,look,224,3
2417,door,close,179,37
2418,land,play,145,22
2419,accountant,swing,430,76
2420,airplane,get_down,72,42
2421,airplane,leave,72,24
2422,grass,descend,93,101
2423,frisbee,hang,275,125
2424,call,make,734,15
2425,spice,sell,735,102
2426,bicycle,front,26,26
2427,cat,see,274,34
2428,key,play,736,22
2429,motorcycle,get_down,15,42
2430,minibike,watch,83,23
2431,water_scooter,load,254,170
2432,sheet,sit,128,2
2433,crowd,sit,55,2
2434,water_scooter,sit,254,2
2435,pillow,refer,587,46
2436,bed,refer,285,46
2437,elephant,walk,233,7
2438,crowd,depart,55,171
2439,passenger_car,stand,38,12
2440,cookie,make,737,15
2441,wave,admire,369,185
2442,backpack,blacken,0,36
2443,court,walk,186,7
2444,court,watch,186,23
2445,meter,see,404,34
2446,coffee,drink,674,70
2447,hair,look,120,3
2448,compartment,open,738,145
2449,phase,stand,301,12
2450,umbrella,play,12,22
2451,kite,close_up,217,184
2452,forward,bend,539,79
2453,racket,refer,302,46
2454,racket,solicit,302,218
2455,pizza,watch,248,23
2456,distance,watch,563,23
2457,ramp,watch,348,23
2458,razor,use,739,4
2459,air,get_down,294,42
2460,parasail,associate,589,84
2461,people,stand,167,12
2462,screen,watch,204,23
2463,shoe,dress,184,259
2464,ball_field,stand,740,12
2465,man,stop,17,159
2466,bag,sit,14,2
2467,mirror,sit,171,2
2468,skateboard,refer,249,46
2469,curtain,stand,741,12
2470,screen,show,204,88
2471,city,neglect,170,209
2472,light,gaze,742,193
2473,light,look,742,3
2474,arm,show,198,88
2475,mirror,talk,171,16
2476,arm,paddle,198,96
2477,tabletop,look,743,3
2478,bottle,pour,156,122
2479,ski_pole,stay,744,90
2480,ocean,float,9,63
2481,skiing,water,499,164
2482,wire,haul,196,52
2483,ladder,sit,265,2
2484,ball,travel,100,66
2485,skateboarder,stand,271,12
2486,chair,walk,4,7
2487,banana,buy,324,111
2488,elephant,front,233,26
2489,bin,look,745,3
2490,man,smile,17,123
2491,elephant,see,233,34
2492,wine,sip,338,202
2493,carrot,eat,434,47
2494,can,open,557,145
2495,sandwich,enjoy,357,21
2496,canoe,steer,711,27
2497,canoe,row,711,180
2498,boat,tend,59,40
2499,boat,fill,59,158
2500,truck,attend,96,237
2501,cat,embrace,274,146
2502,wave,descend,369,101
2503,ocean,descend,9,101
2504,truck,tend,96,40
2505,air,flip,294,220
2506,flower,look,410,3
2507,photograph,get,5,307
2508,man,necessitate,17,65
2509,paddle,use,239,4
2510,rope,pull,409,58
2511,hit,fix,746,60
2512,river,confront,436,9
2513,aftermath,make,747,15
2514,cigar,smoke,748,140
2515,desk,stand,2,12
2516,chair,stand,4,12
2517,bagel,bite,705,81
2518,necktie,solve,418,148
2519,ball,run,100,33
2520,beach,love,224,150
2521,bench,smile,31,123
2522,cheek,snog,749,117
2523,thermos,pour,750,122
2524,sheep,shear,299,308
2525,sign,transport,79,0
2526,jean,sit,327,2
2527,land,lie,145,45
2528,land,put,145,32
2529,land,watch,145,23
2530,cabinet,stand,505,12
2531,food,watch,168,23
2532,video,necessitate,751,65
2533,carousel,stand,752,12
2534,sport,play,413,22
2535,umbrella,lean,12,305
2536,cake,enjoy,243,21
2537,tennis_ball,achieve,237,69
2538,person,give,162,104
2539,dough,knead,593,309
2540,spear,transport,753,0
2541,cord,hang,754,125
2542,bread,eat,227,47
2543,water,get_down,75,42
2544,sky,hang,385,125
2545,string,attach,497,38
2546,baby,wash,268,147
2547,baby,refer,268,46
2548,wagon,pull,345,58
2549,tricycle,depend_on,755,11
2550,trouser,walk,502,7
2551,melon,eat,756,47
2552,sand,stay,246,90
2553,board,walk,104,7
2554,fingernail,see,558,34
2555,ear,see,757,34
2556,material,sit,758,2
2557,zebra,see,482,34
2558,zebra,detect,482,132
2559,peace,show,759,88
2560,fabric,sit,276,2
2561,padding,watch,760,23
2562,tennis_racket,transport,363,0
2563,surf,fix,493,60
2564,motorcycle,refer,15,46
2565,sky,stand,385,12
2566,snow,traverse,124,10
2567,helmet,fix,477,60
2568,bread,slit,227,92
2569,item,load,90,170
2570,glass,look,281,3
2571,balance,keep,761,175
2572,park,jump,87,106
2573,sack,look,350,3
2574,trail,stand,74,12
2575,cocktail,drink,762,70
2576,pole,solve,297,148
2577,skier,film,520,201
2578,bear,confront,330,9
2579,burner,look,763,3
2580,meal,fix,529,60
2581,slice,reduce,533,91
2582,doughnut,watch,201,23
2583,window,refer,70,46
2584,doughnut,look,201,3
2585,laptop,smile,46,123
2586,hand_blower,look,764,3
2587,guitar,use,149,4
2588,pool,walk,138,7
2589,hoof,inspect,765,162
2590,hoof,analyze,765,75
2591,hoof,indicate,765,5
2592,coat,sit,232,2
2593,rope,hang,409,125
2594,rope,climb,409,221
2595,furniture,sit,766,2
2596,surfboard,leave,97,24
2597,hill,tend,213,40
2598,circle,describe,767,270
2599,box,refer,253,46
2600,hand,achieve,20,69
2601,truck,spray,96,206
2602,cooler,haul,768,52
2603,cooler,transport,768,0
2604,neighbor,talk,769,16
2605,hotdog,indicate,267,5
2606,tool,look,396,3
2607,bear,work,330,1
2608,sailboat,enjoy,770,21
2609,grandfather,look,771,3
2610,tablet,show,496,88
2611,lipstick,use,772,4
2612,banana,refer,324,46
2613,crib,put,773,32
2614,animal,embrace,132,146
2615,quilt,embrace,596,146
2616,crib,tend,773,40
2617,water,float,75,63
2618,knife,grip,269,137
2619,knife,reduce,269,91
2620,student,front,774,26
2621,drain,jump,775,106
2622,backpack,back,0,310
2623,backpack,open,0,145
2624,water,refer,75,46
2625,player,wait,235,14
2626,pen,look,449,3
2627,player,stand,235,12
2628,car,tend,16,40
2629,frisbee,walk,275,7
2630,hill,establish,213,281
2631,hand,travel,20,66
2632,bean,sell,776,102
2633,camera,record,177,198
2634,drink,necessitate,48,65
2635,sandwich,make,357,15
2636,spinach,eat,777,47
2637,hand,stretch,20,121
2638,horse,steer,141,27
2639,toddler,transport,778,0
2640,umbrella,whiten,12,195
2641,umbrella,blacken,12,36
2642,woman,pass,27,190
2643,object,fly,320,77
2644,string,use,497,4
2645,person,embrace,162,146
2646,elephant,climb,233,221
2647,chicken,cook,429,93
2648,chicken,grill,429,311
2649,brick,stand,661,12
2650,cap,arrange,467,157
2651,flower,transport,410,0
2652,forearm,see,779,34
2653,cafe,dine,780,312
2654,bull,watch,304,23
2655,television,indicate,426,5
2656,railroad_track,leave,781,24
2657,railroad_track,walk,781,7
2658,ad,visualize,782,109
2659,cup,use,155,4
2660,show,look,555,3
2661,road,look,11,3
2662,head,sag,89,313
2663,telephone,raise,19,100
2664,teddy,embrace,307,146
2665,squash,reduce,783,91
2666,bus,necessitate,68,65
2667,man,gaze,17,193
2668,trouser,yellow,502,189
2669,plate,bend,319,79
2670,material,attach,758,38
2671,money,cover,784,235
2672,tennis_court,pay,236,103
2673,ear,traverse,757,10
2674,ear,punch,757,136
2675,sheep,kneel,299,163
2676,sheep,put,299,32
2677,restaurant,put,52,32
2678,wine,enjoy,338,21
2679,watch,look,785,3
2680,doughnut,smile,201,123
2681,surf,wait,493,14
2682,ski_pole,use,744,4
2683,kayak,row,621,180
2684,kayak,front,621,26
2685,boat,load,59,170
2686,kayak,depend_on,621,11
2687,kayak,steer,621,27
2688,bag,bend,14,79
2689,tennis_court,sit,236,2
2690,park,stand,87,12
2691,buttocks,look,659,3
2692,slide,exceed,786,28
2693,slide,stand,786,12
2694,doorway,walk,187,7
2695,frisbee,catch,275,72
2696,child,teach,65,114
2697,ramp,sit,348,2
2698,notebook,look,306,3
2699,face,hang,193,125
2700,water,submerge,75,314
2701,menagerie,walk,787,7
2702,bucket,sit,574,2
2703,bedspread,sit,788,2
2704,drum,beat,150,315
2705,dinghy,stand,242,12
2706,space_shuttle,watch,789,23
2707,jet,watch,656,23
2708,dog,transport,42,0
2709,backpack,look,0,3
2710,eye,open,219,145
2711,boxer,consume,790,269
2712,bill,analyze,791,75
2713,contemplation,look,378,3
2714,snow,bend,124,79
2715,airplane,die,72,83
2716,baggage,catch,157,72
2717,airplane,see,72,34
2718,sky,gaze,385,193
2719,grocery_bag,transport,792,0
2720,beer,enjoy,152,21
2721,concrete,stand,793,12
2722,pizza,indicate,248,5
2723,picture,show,112,88
2724,telephone,show,19,88
2725,photograph,show,5,88
2726,foot,refer,392,46
2727,guy,look,612,3
2728,bat,tend,234,40
2729,flag,look,464,3
2730,basket,play,241,22
2731,tag,name,794,287
2732,statue,imitate,146,316
2733,batter,confront,536,9
2734,lake,stand,214,12
2735,phonograph_record,transport,321,0
2736,electric_refrigerator,indicate,382,5
2737,food,transport,168,0
2738,bat,look,234,3
2739,arm,clasp,198,17
2740,string,wind,497,41
2741,boat,exceed,59,28
2742,canoe,lead,711,78
2743,home_plate,stand,795,12
2744,plant,refer,261,46
2745,ramp,jump,348,106
2746,ocean,depend_on,9,11
2747,loft,put,796,32
2748,loft,stand,796,12
2749,spectacles,consume,77,269
2750,google,chew_over,797,61
2751,motorcycle,perform,15,105
2752,railing,grip,147,137
2753,cat,pet,274,98
2754,cat,refer,274,46
2755,fence,talk,250,16
2756,window,sit,70,2
2757,zebra,stand,482,12
2758,seat,put,137,32
2759,car,put,16,32
2760,stomach,show,798,88
2761,lady,watch,355,23
2762,ramp,exceed,348,28
2763,train,hang,21,125
2764,birthday_cake,tend,799,40
2765,dish,clean,573,134
2766,dish,wash,573,147
2767,crossing,get_down,44,42
2768,water_scooter,stand,254,12
2769,face,hide,193,317
2770,bat,hold,234,30
2771,bridge,depend_on,107,11
2772,path,leave,333,24
2773,airport,walk,221,7
2774,cab,enter,323,18
2775,bag,search,14,318
2776,wall,confront,95,9
2777,candle,arrange,335,157
2778,candle,necessitate,335,65
2779,van,order,45,59
2780,window,order,70,59
2781,head,refer,89,46
2782,birthday_cake,eat,799,47
2783,bus,front,68,26
2784,hay,put,503,32
2785,market,walk,325,7
2786,board,refer,104,46
2787,food,blend,168,264
2788,teddy,transport,307,0
2789,oven,pull,519,58
2790,oven,necessitate,519,65
2791,food,pick,168,108
2792,chicken,eat,429,47
2793,frisbee,stop,275,159
2794,wave,make,369,15
2795,pier,sit,800,2
2796,arm,indicate,198,5
2797,hand,indicate,20,5
2798,pelican,look,801,3
2799,pelican,watch,801,23
2800,string,refer,497,46
2801,dog,relax,42,187
2802,cornet,play,802,22
2803,frame,leave,803,24
2804,spectator,sit,804,2
2805,phase,tend,301,40
2806,equipment,put,647,32
2807,phase,run,301,33
2808,wave,play,369,22
2809,friend,film,169,201
2810,device,charge,653,319
2811,line,see,208,34
2812,can,grip,557,137
2813,can,drink,557,70
2814,can,coerce,557,285
2815,bear,embrace,330,146
2816,bear,snog,330,117
2817,telephone,clasp,19,17
2818,ski,grok,80,54
2819,distance,gaze,563,193
2820,oven,put,519,32
2821,park,use,87,4
2822,trail,use,74,4
2823,leash,walk,805,7
2824,hand,talk,20,16
2825,group,walk,143,7
2826,cup,raise,155,100
2827,skateboarder,lead,271,78
2828,dough,make,593,15
2829,pipe,depend_on,806,11
2830,food,bite,168,81
2831,airplane,enter,72,18
2832,elbow,see,483,34
2833,cane,transport,40,0
2834,seafaring,wind,807,41
2835,water_sport,enjoy,808,21
2836,laptop,function,46,116
2837,towel,tie,514,156
2838,gondola_car,depend_on,809,11
2839,pole,put,297,32
2840,airplane,fly,72,77
2841,piece,look,810,3
2842,tennis,officiate,99,320
2843,motorcycle,try,15,67
2844,person,dress,162,259
2845,bag,watch,14,23
2846,bunk_bed,sit,811,2
2847,square,sit,812,2
2848,passenger_car,sit,38,2
2849,lodger,necessitate,813,65
2850,shock_absorber,sit,814,2
2851,policeman,watch,815,23
2852,cliff,stand,816,12
2853,clock,stand,730,12
2854,cake,show,243,88
2855,airplane,close,72,37
2856,pot,describe,373,270
2857,spectacles,eye,77,321
2858,short_pants,brown,362,97
2859,lady,stand,355,12
2860,wallet,look,176,3
2861,wallet,open,176,145
2862,rock,put,24,32
2863,ballplayer,stop,817,159
2864,kitchen,use,278,4
2865,sociable,add,818,280
2866,streetcar,depend_on,309,11
2867,jacket,make,82,15
2868,block,transport,103,0
2869,apple,put,230,32
2870,crowd,beckon,55,142
2871,surfboard,attach,97,38
2872,ledge,stand,644,12
2873,valley,stand,657,12
2874,section,sit,819,2
2875,cow,herd,280,112
2876,hair,play,120,22
2877,chin,see,820,34
2878,thumb,leave,389,24
2879,wrist,refer,821,46
2880,passenger_car,walk,38,7
2881,down,bend,244,79
2882,dugout,tend,340,40
2883,dog,try,42,67
2884,dog,tend,42,40
2885,dog,chase,42,169
2886,bus,die,68,83
2887,pond,front,662,26
2888,pond,stand,662,12
2889,stove,cook,226,93
2890,yoga,make,822,15
2891,elephant,close,233,37
2892,event,watch,823,23
2893,concrete,sit,793,2
2894,block,tend,103,40
2895,ice,walk,824,7
2896,sack,transport,350,0
2897,ice,stand,824,12
2898,television,gaze,426,193
2899,roadblock,tend,825,40
2900,motorcycle,rush,15,213
2901,stork,stand,826,12
2902,apple,look,230,3
2903,baby,smile,268,123
2904,coat,transport,232,0
2905,skateboard,compare,249,322
2906,ski_pole,transport,744,0
2907,bicycle,bend,26,79
2908,girl,embrace,303,146
2909,highway,walk,827,7
2910,elephant,straddle,233,290
2911,elephant,traverse,233,10
2912,fire_engine,walk,360,7
2913,pad,lie,828,45
2914,air,watch,294,23
2915,telephone,refer,19,46
2916,male_child,cover,127,235
2917,earphone,use,829,4
2918,snow,surround,124,323
2919,desk,work,2,1
2920,bicycle,stay,26,90
2921,leap,make,830,15
2922,ocean,head,9,212
2923,city,walk,170,7
2924,object,transport,320,0
2925,photograph,watch,5,23
2926,ramp,use,348,4
2927,room,gather,32,29
2928,utensil,use,439,4
2929,gate,stand,494,12
2930,rain,stand,353,12
2931,ramp,close,348,37
2932,boat,focus_on,59,279
2933,canoe,sit,711,2
2934,motor,raise,831,100
2935,hat,close,286,37
2936,tunnel,walk,689,7
2937,disk,play,832,22
2938,woman,snog,27,117
2939,baggage,raise,157,100
2940,barber_chair,sit,833,2
2941,umbrella,see,12,34
2942,dog,sit,42,2
2943,kite,fix,217,60
2944,piece,insert,810,324
2945,kite,work,217,1
2946,kite,meet,217,197
2947,person,lose,162,188
2948,cow,lead,280,78
2949,space,gaze,834,193
2950,wife,help,835,48
2951,bird,watch,218,23
2952,hill,sit,213,2
2953,hill,put,213,32
2954,gate,look,494,3
2955,hand,walk,20,7
2956,toaster,walk,836,7
2957,house,sit,191,2
2958,screen,chew_over,204,61
2959,mustache,forge,188,325
2960,home,stand,837,12
2961,adieu,eat,838,47
2962,girl,feed,303,80
2963,jar,focus_on,839,279
2964,plow,stand,718,12
2965,deck_chair,sit,840,2
2966,toilet_bowl,look,841,3
2967,toilet,inspect,419,162
2968,batter,watch,536,23
2969,blind,front,842,26
2970,railing,look,147,3
2971,food,wait,168,14
2972,clock,watch,730,23
2973,object,refer,320,46
2974,turtleneck,hide,712,317
2975,water,enter,75,18
2976,fence,walk,250,7
2977,water,make,75,15
2978,surfboard,make,97,15
2979,vase,make,412,15
2980,pottery,make,843,15
2981,skier,stand,520,12
2982,frisbee,spend,275,282
2983,bus,refer,68,46
2984,vehicle,get_down,115,42
2985,necktie,help,418,48
2986,meat,reduce,677,91
2987,over,tend,402,40
2988,tarmac,stand,646,12
2989,sandwich,show,357,88
2990,woman,work,27,1
2991,hotdog,arrange,267,157
2992,ocean,leave,9,24
2993,building,close,39,37
2994,tennis_court,jump,236,106
2995,motorcycle,become,15,19
2996,shirt,age,210,326
2997,canopy,stand,844,12
2998,race,wait,401,14
2999,arm,leave,198,24
3000,cake,marry,243,327
3001,field,neglect,315,209
3002,banana,play,324,22
3003,banana,analyze,324,75
3004,dog,sleep,42,89
3005,logo,shirt,845,236
3006,pond,sit,662,2
3007,fountain,sit,846,2
3008,cake,achieve,243,69
3009,position,sit,465,2
3010,picture,sit,112,2
3011,shirt,bend,210,79
3012,trouser,bend,502,79
3013,broom,transport,847,0
3014,gift,open,114,145
3015,gift,unwrap,114,328
3016,canoe,depend_on,711,11
3017,beard,brown,189,97
3018,bag,roll,14,8
3019,awning,sit,78,2
3020,beach_ball,reach,848,35
3021,ramp,depend_on,348,11
3022,cap,consume,467,269
3023,dog,refer,42,46
3024,moped,sit,334,2
3025,kayak,sit,621,2
3026,spout,open,849,145
3027,giraffe,necessitate,361,65
3028,sock,whiten,489,195
3029,gate,sit,494,2
3030,remote_control,use,567,4
3031,jar,make,839,15
3032,jar,determine,839,329
3033,target,target,850,219
3034,ore,row,851,180
3035,barrier,sit,164,2
3036,horse,walk,141,7
3037,giraffe,walk,361,7
3038,frisson,transport,852,0
3039,oar,transport,455,0
3040,girl,digest,303,283
3041,staff,transport,853,0
3042,boat,stay,59,90
3043,field,gather,315,29
3044,necktie,refer,418,46
3045,holder,stand,854,12
3046,tennis_racket,grip,363,137
3047,sofa,stand,28,12
3048,ski_tow,wait,247,14
3049,fog,stand,855,12
3050,grass,reduce,93,91
3051,grass,mow,93,330
3052,lawn_mower,use,856,4
3053,blender,refer,260,46
3054,blender,cover,260,235
3055,apple,undress,230,331
3056,costume,stand,857,12
3057,bicycle,become,26,19
3058,woman,contend,27,139
3059,food,cover,168,235
3060,football,watch,559,23
3061,dog,bite,42,81
3062,platform,sit,296,2
3063,bouquet,sell,473,102
3064,man,tend,17,40
3065,knife,wield,269,332
3066,telephone,eat,19,47
3067,child,rescue,65,333
3068,hand,seize,20,238
3069,futon,sit,858,2
3070,table,close,30,37
3071,contemplation,make,378,15
3072,railing,depend_on,147,11
3073,disk,watch,832,23
3074,disk,hold,832,30
3075,gym_shoe,stand,859,12
3076,exhibit,look,471,3
3077,electric_refrigerator,look,382,3
3078,glass,raise,281,100
3079,airplane,confront,72,9
3080,ipod,use,860,4
3081,bowl,use,273,4
3082,restaurant,look,52,3
3083,curb,depend_on,427,11
3084,curb,crunch,427,251
3085,event,enjoy,823,21
3086,light,discontinue,742,299
3087,radio_beam,stand,861,12
3088,way,confront,73,9
3089,pocket,achieve,641,69
3090,cart,sit,66,2
3091,road,sit,11,2
3092,ski,inspect,80,162
3093,man,indicate,17,5
3094,hair,float,120,63
3095,train,necessitate,21,65
3096,person,help,162,48
3097,swimmer,watch,862,23
3098,baseball,get_down,238,42
3099,sheep,brush,299,99
3100,toilet,bend,419,79
3101,woman,confront,27,9
3102,object,balance,320,241
3103,truck_bed,sit,863,2
3104,dial,use,864,4
3105,water,necessitate,75,65
3106,container,fill,582,158
3107,tennis,hold,99,30
3108,cup,refer,155,46
3109,hand,transport,20,0
3110,soccer_ball,play,460,22
3111,sign,visualize,79,109
3112,oven,clean,519,134
3113,oven,achieve,519,69
3114,tennis_court,walk,236,7
3115,picture,tear,112,334
3116,umbrella,grip,12,137
3117,table,walk,30,7
3118,tape,stand,865,12
3119,corn,inspect,717,162
3120,woman,run,27,33
3121,necktie,tidy,418,335
3122,military_officer,leave,866,24
3123,stretcher,load,867,170
3124,horse,see,141,34
3125,kitchen,work,278,1
3126,fence,pass,250,190
3127,field,jump,315,106
3128,bat,clean,234,134
3129,tree,haul,139,52
3130,dust,traverse,868,10
3131,rack,tend,869,40
3132,bicycle,own,26,194
3133,cellular_telephone,transport,240,0
3134,glass,sniff,281,336
3135,wine,sniff,338,336
3136,banana,achieve,324,69
3137,structure,stand,701,12
3138,girl,help,303,48
3139,head,lean,89,305
3140,sandwich,fix,357,60
3141,subway_station,stand,870,12
3142,ski_tow,leave,247,24
3143,shock_absorber,float,814,63
3144,scissors,use,618,4
3145,paper,reduce,142,91
3146,rug,sit,264,2
3147,foot,stay,392,90
3148,banner,sit,723,2
3149,frisbee,balance,275,241
3150,frisbee,spin,275,337
3151,sheep,see,299,34
3152,sheep,inspect,299,162
3153,pottery,work,843,1
3154,vase,work,412,1
3155,bleacher,stand,283,12
3156,aftermath,leave,747,24
3157,measure,jump,37,106
3158,barroom,tend,211,40
3159,board,descend,104,101
3160,river,look,436,3
3161,here,stand,684,12
3162,room,walk,32,7
3163,shop,die,63,83
3164,path,become,333,19
3165,baggage,sit,157,2
3166,sky,make,385,15
3167,room,play,32,22
3168,navel,show,871,88
3169,bird,gaze,218,193
3170,jet,fly,656,77
3171,clock_tower,sit,872,2
3172,meter,refer,404,46
3173,meter,look,404,3
3174,meter,shade,404,94
3175,cake,surround,243,323
3176,dock,lie,180,45
3177,sauce,raise,873,100
3178,squirrel,necessitate,874,65
3179,hospital_bed,sit,875,2
3180,pretzel,eat,876,47
3181,pretzel,bite,876,81
3182,tennis_racket,grok,363,54
3183,photograph,depart,5,171
3184,paddle,paddle,239,96
3185,paddle,row,239,180
3186,shoe,tie,184,156
3187,billboard,show,370,88
3188,curbside,sit,877,2
3189,poster,have,400,338
3190,presentation,watch,454,23
3191,bear,play,330,22
3192,doughnut,show,201,88
3193,slope,arrive,421,73
3194,arch,stand,166,12
3195,clock_face,stand,878,12
3196,banana,snog,324,117
3197,banana,smell,324,339
3198,sushi,eat,879,47
3199,handle,tend,880,40
